"coluna","codigo","descricao"
"PA_PROC_ID","0503020010","HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO)"
"PA_PROC_ID","0503020028","NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE"
"PA_PROC_ID","0503030015","MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS"
"PA_PROC_ID","0503030023","RETIRADA DE CORACAO (PARA TRANSPLANTE)"
"PA_PROC_ID","0503030031","RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE"
"PA_PROC_ID","0503030040","RETIRADA DE FIGADO (PARA TRANSPLANTE)"
"PA_PROC_ID","0503030058","RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)"
"PA_PROC_ID","0503030066","RETIRADA DE PANCREAS (PARA TRANSPLANTE)"
"PA_PROC_ID","0503030074","RETIRADA DE PULMOES (PARA TRANSPLANTE)"
"PA_PROC_ID","0503030082","RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO"
"PA_PROC_ID","0503030090","RETIRADA DE TECIDO OSTEO -FASCIO-CONDRO- LIGAMENTOSO"
"PA_PROC_ID","0503030104","RETIRADA DE PELE PARA TRANSPLANTE"
"PA_PROC_ID","0503040010","COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE"
"PA_PROC_ID","0503040029","DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS"
"PA_PROC_ID","0503040037","DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL"
"PA_PROC_ID","0503040045","DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVAVEL DOADOR DE ORGAOS"
"PA_PROC_ID","0503040053","ENTREVISTA FAMILIAR P/ DOACAO DE ORGAOS DE DOADORES EM MORTE ENCEFALICA"
"PA_PROC_ID","0503040061","ENTREVISTA FAMILIAR PARA DOACAO DE TECIDOS DE DOADORES COM CORACAO PARADO"
"PA_PROC_ID","0503040088","CAPTACAO DE ORGAO EFETIVAMENTE TRANSPLANTADO"
"PA_PROC_ID","0504010018","CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA"
"PA_PROC_ID","0504010026","PROCESSAMENTO DE CORNEA / ESCLERA"
"PA_PROC_ID","0504010034","SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA"
"PA_PROC_ID","0504020013","PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR)"
"PA_PROC_ID","0504020021","PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR)"
"PA_PROC_ID","0504020030","PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR)"
"PA_PROC_ID","0504020048","PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR)"
"PA_PROC_ID","0504020056","PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR)"
"PA_PROC_ID","0504030019","PROCESSAMENTO DE TUBO VALVADO CARDIACO HUMANO"
"PA_PROC_ID","0504030027","PROCESSAMENTO DE VALVULA CARDIACA HUMANA"
"PA_PROC_ID","0504040014","PROCESSAMENTO DE PELE EM GLICEROL (ATE 1000 CMÃ½) PARA ADULTO"
"PA_PROC_ID","0504040022","PROCESSAMENTO DE PELE EM GLICEROL ( ATE 500 CMÃ½) INFANTIL"
"PA_PROC_ID","0505010011","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO"
"PA_PROC_ID","0505010020","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO"
"PA_PROC_ID","0505010038","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE APARENTAD"
"PA_PROC_ID","0505010046","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO APAR"
"PA_PROC_ID","0505010054","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO"
"PA_PROC_ID","0505010062","TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO"
"PA_PROC_ID","0505010070","TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -"
"PA_PROC_ID","0505010089","TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -"
"PA_PROC_ID","0505010097","TRANSPLANTE DE CORNEA"
"PA_PROC_ID","0505010100","TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS)"
"PA_PROC_ID","0505010119","TRANSPLANTE DE CORNEA (EM REOPERACOES)"
"PA_PROC_ID","0505010127","TRANSPLANTE DE ESCLERA"
"PA_PROC_ID","0505010135","TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS OU EM REOPERACOES)"
"PA_PROC_ID","0505020017","PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO"
"PA_PROC_ID","0505020025","PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO"
"PA_PROC_ID","0505020033","PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM"
"PA_PROC_ID","0505020041","TRANSPLANTE DE CORACAO"
"PA_PROC_ID","0505020050","TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)"
"PA_PROC_ID","0505020068","TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)"
"PA_PROC_ID","0505020076","TRANSPLANTE DE PANCREAS"
"PA_PROC_ID","0505020084","TRANSPLANTE DE PULMAO UNILATERAL"
"PA_PROC_ID","0505020092","TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)"
"PA_PROC_ID","0505020106","TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)"
"PA_PROC_ID","0505020114","TRANSPLANTE SIMULTANEO DE PANCREAS E RIM"
"PA_PROC_ID","0505020122","TRANSPLANTE DE PULMAO BILATERAL"
"PA_PROC_ID","0505020130","TRANSPLANTE DE FIGADO EM FEBRE AMARELA"
"PA_PROC_ID","0506010015","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA"
"PA_PROC_ID","0506010023","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICA"
"PA_PROC_ID","0506010031","ACOMPANHAMENTO DE DOADOR VIVO POS-DOACAO DE FIGADO, PULMAO OU RIM"
"PA_PROC_ID","0506010040","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE ORGAOS"
"PA_PROC_ID","0506010058","AVALIACAO DO POSSIVEL DOADOR FALECIDO DE ORGAOS OU TECIDOS PARA TRANSPLANTES"
"PA_PROC_ID","0506010066","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - AUTOGENICO"
"PA_PROC_ID","0506010074","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - ALOGENICO APARENTADO"
"PA_PROC_ID","0506010082","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA OSSEA - ALOGENICO NAO APARENTADO"
"PA_PROC_ID","0506010090","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE PANCREAS"
"PA_PROC_ID","0506010104","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM"
"PA_PROC_ID","0506010112","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE FIGADO"
"PA_PROC_ID","0506010120","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE PULMAO"
"PA_PROC_ID","0506010139","ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORACAO"
"PA_PROC_ID","0506010147","ACOMPANHAMENTO DE DOADOR VIVO POS-DOACAO DE RIM"
"PA_PROC_ID","0506010155","ACOMPANHAMENTO DE DOADOR VIVO POS-DOACAO DE FIGADO"
"PA_PROC_ID","0506010163","ACOMPANHAMENTO DE DOADOR VIVO POS-DOACAO DE PULMAO"
"PA_PROC_ID","0506010171","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE PANCREAS"
"PA_PROC_ID","0506010180","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE RIM"
"PA_PROC_ID","0506010198","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE FIGADO"
"PA_PROC_ID","0506010201","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE PULMAO"
"PA_PROC_ID","0506010210","ACOMPANHAMENTO DE PACIENTES NO PRE TRANSPLANTE DE CORACAO"
"PA_PROC_ID","0506020010","INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS - NAO APARENTADO (HOSPITA"
"PA_PROC_ID","0506020029","INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA)"
"PA_PROC_ID","0506020037","TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTAD"
"PA_PROC_ID","0506020045","TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE ORGAOS / CELULAS-TRONCO HEMATOPOETICAS"
"PA_PROC_ID","0506020053","TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE RIM - POS TRANSPLANTE CRITICO"
"PA_PROC_ID","0506020061","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE CORACAO- POS TRANSPLANTE CRITICO"
"PA_PROC_ID","0506020070","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE PULMAO UNI/BILATERAL - POS TRANSPLANTE CRITICO"
"PA_PROC_ID","0506020088","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE SIMULTANEO DE RIM/PANCREAS OU PANCREAS ISOLADO- POS"
"PA_PROC_ID","0506020096","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE FIGADO- POS TRANSPLANTE CRITICO"
"PA_PROC_ID","0506020100","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRA"
"PA_PROC_ID","0506020118","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE AUTOLOGO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRAN"
"PA_PROC_ID","0506020126","TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE FIGADO EM FEBRE AMARELA - POS -TRANSPLANTE CRITI"
"PA_PROC_ID","0506020134","TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE PANCREAS - POS TRANSPLANTE CRITICO"
"PA_PROC_ID","0601010019","ADALIMUMABE (A) 40 MG INJETAVEL- SERINGA PREENCHIDA (POR TRATAMENTO MENSAL)"
"PA_PROC_ID","0601010027","ETANERCEPTE (A)25 MG INJETAVEL -FRASCO-AMPOLA (POR TRATAMENTO MENSAL)"
"PA_PROC_ID","0601010035","INFLIXIMABE (A)10 MG/ML 10 ML INJETAVEL (FRASCO-AMPOLA- POR TRATAMENTO MENSAL)"
"PA_PROC_ID","0601010043","INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA 10 ML)"
"PA_PROC_ID","0601010051","ETANERCEPTE 50MG INJETAVEL- FRASCO AMPOLA (POR TRATAMENTO MENSAL)"
"PA_PROC_ID","0601020014","RILUZOL 50 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601030010","HIDROXIUREIA 500 MG (POR CAPSULA)"
"PA_PROC_ID","0601030028","SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)"
"PA_PROC_ID","0601040015","ALFAEPOETINA 1000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601040023","ALFAEPOETINA 10000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601040031","ALFAEPOETINA 2000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601040040","ALFAEPOETINA 3000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601040058","ALFAEPOETINA 4000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601050010","BECLOMETASONA (C) 200 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050029","BECLOMETASONA (C) 200 MCG PO INALANTE (POR FRASCO DE 100 DOSES)"
"PA_PROC_ID","0601050037","BECLOMETASONA (C) 250 MCG SPRAY (POR FRASCO DE 200 DOSES)"
"PA_PROC_ID","0601050045","BECLOMETASONA (C) 400 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050053","BECLOMETASONA (C) 400 MCG PO INALANTE (POR FRASCO DE 100 DOSES)"
"PA_PROC_ID","0601050061","BUDESONIDA (C) 200 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050070","BUDESONIDA (C) 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES)"
"PA_PROC_ID","0601050088","FENOTEROL (B) 200 MCG AEROSSOL (POR FRASCO DE 300 DOSES)"
"PA_PROC_ID","0601050096","FORMOTEROL (D) 12 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050100","FORMOTEROL (D) 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES)"
"PA_PROC_ID","0601050118","FORMOTEROL 12 MCG + BUDESONIDA 400 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050126","FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES)"
"PA_PROC_ID","0601050134","FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES)"
"PA_PROC_ID","0601050142","FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE)"
"PA_PROC_ID","0601050150","SALBUTAMOL (B)100 MCG AEROSSOL (POR FRASCO DE 200 DOSES)"
"PA_PROC_ID","0601050169","SALMETEROL (D) 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES)"
"PA_PROC_ID","0601060016","CIPROFLOXACINA 250 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601060024","CIPROFLOXACINA 500 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070011","GABAPENTINA 300 MG (POR CAPSULA)"
"PA_PROC_ID","0601070020","GABAPENTINA 400 MG (POR CAPSULA)"
"PA_PROC_ID","0601070038","LAMOTRIGINA 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070046","LAMOTRIGINA 25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070054","TOPIRAMATO 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070062","TOPIRAMATO 25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070070","TOPIRAMATO 50 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601070089","VIGABATRINA 500 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601080017","CLOROQUINA (E) 150 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601080025","HIDROXICLOROQUINA (E) 400 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601080033","METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA)"
"PA_PROC_ID","0601090012","MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) -POR DOSE"
"PA_PROC_ID","0601090020","MESALAZINA 1000 MG (POR SUPOSITORIO)"
"PA_PROC_ID","0601090039","MESALAZINA 250 MG (POR SUPOSITORIO)"
"PA_PROC_ID","0601090047","MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE"
"PA_PROC_ID","0601090055","MESALAZINA 400 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601090063","MESALAZINA 500 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601090080","MESALAZINA 800 MG - POR COMPRIMIDO"
"PA_PROC_ID","0601090098","SULFASSALAZINA 500 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601090101","MESALAZINA 500 MG (POR SUPOSITORIO)"
"PA_PROC_ID","0601100018","AMANTADINA 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100026","BIPERIDENO 2 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100034","BIPERIDENO 4 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100042","ENTACAPONA (F) 200 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100050","LEVODOPA 100 MG + BENSERAZIDA 25 MG (POR CAPSULA OU COMPRIMIDO)"
"PA_PROC_ID","0601100069","LEVODOPA 200 MG + BENSERAZIDA 50 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100077","LEVODOPA 200 MG + CARBIDOPA 50 MG (POR CAPSULA OU COMPRIMIDO)"
"PA_PROC_ID","0601100085","LEVODOPA 250MG + CARBIDOPA 25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100093","PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100107","PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100115","PRAMIPEXOL 1 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100123","SELEGILINA 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100131","SELEGILINA 5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100140","TOLCAPONA (F) 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100158","TOLCAPONA (F) 200 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601100166","TRIEXIFENIDILA 5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110013","CLOZAPINA 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110021","CLOZAPINA 25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110030","OLANZAPINA (G) 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110048","OLANZAPINA (G) 5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110056","QUETIAPINA (G) 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110064","QUETIAPINA (G) 25 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110072","QUETIAPINA (G) 200 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110080","RISPERIDONA 1 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110099","RISPERIDONA 2 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601110102","ZIPRASIDONA (G) 80 MG (POR CAPSULA)"
"PA_PROC_ID","0601110110","ZIPRASIDONA (G) 40 MG (POR CAPSULA)"
"PA_PROC_ID","0601120019","LAMIVUDINA 10 MG/ML SOLUCAO ORAL (FRASCO DE 240 ML)"
"PA_PROC_ID","0601120027","LAMIVUDINA 150 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601120035","RIBAVIRINA 250 MG (POR CAPSULA)"
"PA_PROC_ID","0601120051","ADEFOVIR 10MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601120060","ENTECAVIR 0,5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601120078","TENOFOVIR 300 MG (1000MG)"
"PA_PROC_ID","0601130014","TOXINA BOTULINICA TIPO A (H) 100 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601130022","TOXINA BOTULINICA TIPO A (H) 500 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601140010","ACITRETINA 10 MG (POR CAPSULA)"
"PA_PROC_ID","0601140028","ACITRETINA 25 MG (POR CAPSULA)"
"PA_PROC_ID","0601140036","ISOTRETINOINA 10 MG (POR CAPSULA)"
"PA_PROC_ID","0601140044","ISOTRETINOINA 20 MG (POR CAPSULA)"
"PA_PROC_ID","0601150015","COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE"
"PA_PROC_ID","0601150023","COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE"
"PA_PROC_ID","0601160010","FILGRASTIM (I) 300 MCG INJETAVEL (POR FRASCO)"
"PA_PROC_ID","0601160029","LENOGRASTIM (I) 33,6 MUI INJETAVEL (POR FRASCO)"
"PA_PROC_ID","0601160037","MOLGRAMOSTIM (I) 300 MCG INJETAVEL (POR FRASCO)"
"PA_PROC_ID","0601170016","CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML)"
"PA_PROC_ID","0601170024","CODEINA 30 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170032","CODEINA 30 MG/ML (POR AMPOLA DE 2 ML)"
"PA_PROC_ID","0601170040","CODEINA 60 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170059","METADONA 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170067","METADONA 10 MG/ML INJETAVEL (POR AMPOLA DE 1 ML)"
"PA_PROC_ID","0601170075","METADONA 5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170083","MORFINA DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA)"
"PA_PROC_ID","0601170091","MORFINA DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA)"
"PA_PROC_ID","0601170105","MORFINA 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170113","MORFINA 10 MG/ML (POR AMPOLA DE 1 ML)"
"PA_PROC_ID","0601170121","MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML)"
"PA_PROC_ID","0601170130","MORFINA 30 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601170148","MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA)"
"PA_PROC_ID","0601180011","ATORVASTATINA (J) 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180020","ATORVASTATINA (J) 20 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180038","BEZAFIBRATO (K) 200 MG (POR DRAGEA)"
"PA_PROC_ID","0601180046","BEZAFIBRATO (K) 400 MG (POR DRAGEA)"
"PA_PROC_ID","0601180054","CIPROFIBRATO (K) 100 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180062","ETOFIBRATO (K) 500 MG (POR CAPSULA)"
"PA_PROC_ID","0601180070","FENOFIBRATO (K) 200 MG (POR CAPSULA)"
"PA_PROC_ID","0601180089","FENOFIBRATO (K) 250 MG LIBERACAO RETARDADA (POR CAPSULA)"
"PA_PROC_ID","0601180097","FLUVASTATINA (J) 20 MG (POR CAPSULA)"
"PA_PROC_ID","0601180100","FLUVASTATINA (J) 40 MG (POR CAPSULA)"
"PA_PROC_ID","0601180119","GENFIBROZILA (K) 600 MG (POR CAPSULA OU COMPRIMIDO)"
"PA_PROC_ID","0601180127","GENFIBROZILA (K) 900 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180135","LOVASTATINA (J) 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180143","LOVASTATINA (J) 20 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180151","LOVASTATINA (J) 40 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180160","PRAVASTATINA (J) 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180178","PRAVASTATINA (J) 20MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180186","PRAVASTATINA (J) 40 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180194","SINVASTATINA (J) 10 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180208","SINVASTATINA (J) 20 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180216","SINVASTATINA (J) 40 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180224","SINVASTATINA (J) 5 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601180232","SINVASTATINA (J) 80 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601190017","ALFAINTERFERONA 2B 10000000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601190025","ALFAINTERFERONA 2B 3000000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601190033","ALFAINTERFERONA 2B 5000000 UI INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601190041","ALFAPEGINTERFERON 2B 80MCG POR FRASCO AMPOLA"
"PA_PROC_ID","0601190050","ALFAPEGINTERFERON 2A 180MCG POR SERINGA PREENCHIDA"
"PA_PROC_ID","0601190068","BETAINTERFERONA (L) 1A 12000000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA)"
"PA_PROC_ID","0601190076","BETAINTERFERONA (L) 1A 6000000 UI (22 MCG) INJETAVEL (POR SERINGA PREENCHIDA)"
"PA_PROC_ID","0601190084","BETAINTERFERONA (L) 1A 6000000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)"
"PA_PROC_ID","0601190092","BETAINTERFERONA (L) 1B 9600000 UI (300MCG) INJETAVEL (POR FRASCO-AMPOLA)"
"PA_PROC_ID","0601190106","GLATIRAMER 20 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)"
"PA_PROC_ID","0601190114","ALFAPEGINTERFERON 2B 100MCG POR FRASCO-AMPOLA"
"PA_PROC_ID","0601190122","ALFAPEGINTERFERON 2B 120MCG POR FRASCO-AMPOLA"
"PA_PROC_ID","0601200012","AZATIOPRINA 50 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601200020","CICLOSPORINA 10 MG (POR CAPSULA)"
"PA_PROC_ID","0601200039","CICLOSPORINA 100 MG (POR CAPSULA)"
"PA_PROC_ID","0601200047","CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML)"
"PA_PROC_ID","0601200055","CICLOSPORINA 25 MG (POR CAPSULA)"
"PA_PROC_ID","0601200063","CICLOSPORINA 50 MG (POR CAPSULA)"
"PA_PROC_ID","0601200071","LEFLUNOMIDA 20 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601200080","METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML)"
"PA_PROC_ID","0601200098","METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML)"
"PA_PROC_ID","0601200101","MICOFENOLATO DE MOFETILA (M) 500 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601200110","MICOFENOLATO DE SODIO (M) 180 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601200128","MICOFENOLATO DE SODIO (M) 360 MG (POR COMPRIMIDO)"
"PA_PROC_ID","0601200136","SIROLIMO 1 MG (POR DRAGEA)"
"PA_PROC_ID","0601200144","SIROLIMO 1MG/ML SOLUCAO ORAL (POR FRASCO DE 60ML)"
"PA_PROC_ID","0601200152","SIROLIMO 2 MG (POR DRAGEA)"
